Name,Path,Position,Is Active,Url Key,Description,Image,Page Title,Meta Keywords,Meta Description,Include In Menu,Display Mode,CMS Block,Is Anchor,Availabe Sort By,Default Sort By,Page Layout,Custom Layout Update
Wicker Counters,Default Category/Products,176,Yes,wicker-counters,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Counters,"Wicker, Counters, Outdoor, Furniture",Lounge around our exquisite wicker counters and experience the natural wonders surrounding your outdoors.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Daybeds,Default Category/Products,177,Yes,wicker-daybeds,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Daybeds,"Wicker, Daybeds, Outdoor",Awaken refreshed and ready for a new day in our exquisite outdoor wicker daybeds.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Deck Furniture,Default Category/Products,178,Yes,wicker-deck-furniture,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Deck Furniture,"Wicker, Deck, Furniture, Outdoor",Curl up to our wicker deck furniture and enjoy late night talks on our luxurious collections without ever leaving your house.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Dining Sets,Default Category/Products,179,Yes,wicker-dining-sets,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Dining Sets,"Wicker, Dining, Sets, dining, sets, Outdoor, Furniture",Looking for outdoor furniture that can be arranged for meal sharing purposes but you don't want to have to deal with purchasing and being shipped each furniture piece separately? Then our wicker dining sets are the perfect solution.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Discount Outdoor Furniture,Default Category/Products,180,Yes,wicker-discount-outdoor-furniture,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Discount Outdoor Furniture,"Wicker, Discount, Outdoor, Furniture",Are you looking for affordable outdoor furniture? Our wicker discount outdoor furniture unites quality outdoor furniture with the lowest prices in the business.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker End Tables,Default Category/Products,181,Yes,wicker-end-tables,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker End Tables,"Wicker, End, Tables, end, tables, Outdoor, Furniture","If you're looking for high-quality, beautiful wicker end tables to add to your outdoor furniture arrangement, you've certainly come to the right source.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Essentials,Default Category/Products,182,Yes,wicker-essentials,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Essentials,"Wicker, Essentials, Furniture, Rattan, Outdoor",Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture,Default Category/Products,183,Yes,wicker-furniture,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture,"Wicker, Furniture, Outdoor",Take one look at our outdoor wicker furniture and see why we continue to lead the industry.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture Collections,Default Category/Products,184,Yes,wicker-furniture-collections,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture Collections,"Wicker, Furniture, Collections, Outdoor",Go beyond ordinary with wicker furniture collections turning your patio into an extraordinary getaway.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture Covers,Default Category/Products,185,Yes,wicker-furniture-covers,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture Covers,"Wicker, Furniture, Covers, Outdoor",Wicker furniture covers are now available to provide you with an elegant way to protect your furniture.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture for Sale,Default Category/Products,186,Yes,wicker-furniture-for-sale,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture for Sale,"Wicker, Furniture, for, Sale, Outdoor",Wicker furniture for sale is available right now on our easy-to-use website or by contacting our sales team.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture Manufacturers,Default Category/Products,187,Yes,wicker-furniture-manufacturers,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture Manufacturers,"Wicker, Furniture, Manufacturers, Outdoor","We own all of our wicker furniture manufacturers, double checking each wicker strand and maintaining excellence in all of our work.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture Online,Default Category/Products,188,Yes,wicker-furniture-online,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture Online,"Wicker, Furniture, Online, furniture, online, Outdoor","Do you want to shop for outdoor products to adorn your space without having to leave your home? Find great wicker furniture online from our company! When you shop for wicker furniture online from our company, we offer you the most extensive selection o...",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture Outlet,Default Category/Products,189,Yes,wicker-furniture-outlet,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture Outlet,"Wicker, Furniture, Outlet, outlet, Outdoor","Which wicker furniture outlet is fully stocked with all sorts of outdoor products that are waiting to be shipped directly to you? That would be our company, which is the most shopped wicker furniture outlet online.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture Sales,Default Category/Products,190,Yes,wicker-furniture-sales,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture Sales,"Wicker, Furniture, Sales, Outdoor","With our wicker outdoor furniture sales we are committed to bringing you the number one outdoor furniture and accessories on the market, sold at the lowest prices guaranteed.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture Set of 3,Default Category/Products,191,Yes,wicker-furniture-set-of-3,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture Set of 3,"Wicker, Furniture, Set, of, 3, Outdoor",Elevate your patio into a private sanctuary with our intimate outdoor wicker furniture set of 3.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture Set of 5,Default Category/Products,192,Yes,wicker-furniture-set-of-5,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture Set of 5,"Wicker, Furniture, Set, of, 5, Outdoor",Looking to add style and comfort to your patio with our outdoor wicker furniture set of 5? We provide the perfect dining and outdoor entertainment for all casual and formal gatherings.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture Set of 7,Default Category/Products,193,Yes,wicker-furniture-set-of-7,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture Set of 7,"Wicker, Furniture, Set, of, 7, Outdoor","Want more than just a backyard? Our outdoor wicker furniture set of 7 provides the ideal heart to any backyard, patio or deck.",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture Sets,Default Category/Products,194,Yes,wicker-furniture-sets,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture Sets,"Wicker, Furniture, Sets, Outdoor",Our company's wicker outdoor furniture sets are the prime source for enjoying the outdoors.,Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
Wicker Furniture Store,Default Category/Products,195,Yes,wicker-furniture-store,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>",,Wicker Furniture Store,"Wicker, Furniture, Store, store, Outdoor","Want to shop through the broadest selection of the greatest outdoor items in the industry? Check out our company's online wicker furniture store! We have everything you need for your outdoor needs, whether you're looking for armchairs to accent your pa...",Yes,Products only_AND_Static block only,,Yes,,,No layout updates,
