sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,default_configuration_id,description,fabric,frame,gallery,gift_message_available,has_options,image,image_label,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,parent_url_key,price,rattan,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tabletop,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
,,,,Products/Deck Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JIL879155-00,rattan,CC2 8mm Round,
,,,,Products/Modern Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JIL879155-00,tabletop,Glass,
,,,,Products/Modular Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Pool Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Bar Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Deck Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture Sale,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Bar Furniture/Bar And Stool,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Bar Furniture/Outdoor Bar,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Bar Sets,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Furniture/Patio Bar,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture/Ratan Bar Sets,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Bar Furniture/Wicker 3 Piece Bar Set,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Bar Furniture/Wicker 4 Piece Bar Set,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Bar Furniture/Wicker 5 Piece Bar Set,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Bar Furniture/Wicker 7 Piece Bar Set,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Furniture Sets/Wicker Bar And Bar Stools,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Bar Furniture/Wicker Bar And Stools,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Bar Furniture/Wicker Bar Sets,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Bar Furniture/Wicker Outdoor Bars,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Wicker Furniture/Wicker Patio Bar,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Furniture Collections/The Java Isle Collection,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIL879155-00,,[Frame][Rattan][Fabric][TableTop],simple,,,base,,,11/7/2014 19:24:16,,,,,,content,,Two Tone,,,0,,,,,Java Isle Corner Modular Bar,Java Isle Corner Modular Bar,,1689.99,Use config,Use config,Java Isle Corner Modular Bar - Default,,,Block after Info Column,,collections/java-isle,1399.99,CC2 8mm Round,0,The Java Isle Collection,,,,,,1,Glass,2,,,11/7/2014 21:50:21,java-isle-corner-modular-bar-default,java-isle-corner-modular-bar-default,1,100,100,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
UTP879179,,[Frame][Rattan][Fabric][TableTop],configurable,Products/Chairs,Default Category,base,,,11/7/2014 19:42:38,,,,,96,"<p>Emphasize your contemporary style with premium Utopia Armchairs woven with a modern open weave that will instantly catch the eye of your friends and family. This very popular collection has taken a fresh look on classic designs with subtly tapered legs, high backs, sharply angled curves and ample seating room. Fully weatherproof, we use industry grade materials to keep our Utopia Armchairs sustainable in even the harshest of conditions. Starting with nonferrous aluminum frames, each synthetic resin strand is tightly wrapped to remain versatile and will not chip, peel or scratch. Thick cushioning is upholstered in the ultimate polyester fibers used in the creation of our Utopia Armchairs with Allure fabrics that inhibit the formation of mold, mildew, water damage and sunlight discoloration.</p><p>Arrange endless display of sophistication with our stunning Utopia Armchairs that are always listed at a discounted price when purchasing through Rattan Outdoor Furniture&#039;s online store. See how ordering high end Utopia Armchairs does not mean you have to pay outrageous prices. We make owning luxury affordable everyday and even provide you with standard free shipping on the purchase of our exclusive Utopia Armchairs. Across the United States, the distinct design of our Utopia Armchairs are being sought after for residential and commercial use. Find out what your home is missing now by calling our well diverse operators who will take all of your questions at <a href='tel:18442728826'>(844) 2-RATTAN</a>. Address your every need online by emailing us about our the details of our unsurpassed Utopia Armchairs at <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a>.</p>",,,,,1,/c/h/china-chair-main_9.jpg,Utopia Armchair - Front Corner,,,Utopia Armchair,Utopia Armchair,,1600,Use config,Use config,Utopia Armchair,,,Block after Info Column,,collections/utopia,1199.99,,1,The Utopia Collection,/c/h/china-chair-main_9.jpg,Utopia Armchair - Front Corner,,,,1,,2,/c/h/china-chair-main_9.jpg,Utopia Armchair - Front Corner,11/7/2014 21:50:21,armchair,armchair-304,4,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/c/h/china-chair-1_9.jpg,Front - Utopia Armchair,2,0,UTP879179-00,frame,Natural Wood,
,,,,Products/Deck Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/h/china-chair-3_9.jpg,Back - Utopia Armchair,4,0,UTP879179-00,rattan,Pearly Grey 3x1.5mm Web Smooth,
,,,,Products/Lounge Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/h/china-chair-2_9.jpg,Back Corner - Utopia Armchair,3,0,UTP879179-00,fabric,791R1C1,
,,,,Products/Modern Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/h/china-chair-main_9.jpg,Utopia Armchair - Front Corner,1,1,,,,
,,,,Products/Occasional Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Pool Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Seating,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Sunroom Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Beach Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Deck Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Lounge Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Furniture Sale,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Seating,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Armchairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Club Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Deck Furniture/Deck Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Easy Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Lounge Furniture/Lounge Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Occasional Furniture/Occasional,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Occasional Furniture/Occasional Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Chairs/Outdoor Armchair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Chairs/Outdoor Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Chairs/Outdoor Club Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Chairs/Outdoor Easy Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Armchairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Outdoor Patio Furniture/Outdoor Patio Deck Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Patio Chairs/Patio Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Ratan Outdoor Furniture/Ratan Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Sand Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Chairs/Spring Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Beach Chairs/Wicker Beach Sand Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Chairs/Wicker Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Deck Furniture/Wicker Deck Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Lounge Furniture/Wicker Lounge Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Outdoor Chairs/Wicker Outdoor Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Patio Chairs/Wicker Patio Chair,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Wicker Chairs/Wicker Sand Chairs,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Products/Furniture Collections/Utopia Collection,Default Category,,,,,,,,,,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTP879179-00,,[Frame][Rattan][Fabric][TableTop],simple,,,base,,,11/7/2014 19:43:39,,,,,,content,791R1C1,Natural Wood,,,0,,,,,Utopia Armchair,Utopia Armchair,,1600,Use config,Use config,Utopia Armchair - Default,,,Block after Info Column,,collections/utopia,1199.99,Pearly Grey 3x1.5mm Web Smooth,0,The Utopia Collection,,,,,,1,,2,,,11/7/2014 21:50:21,utopia-armchair-default,utopia-armchair-default,1,100,100,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
UTP879186,,[Frame][Rattan][Fabric][TableTop],configurable,Products/Deck Furniture,Default Category,base,,,11/7/2014 19:49:39,,,,,98,"<p>Decorate your outdoors in premium luxury with breathtaking Utopia Sofas designed with modern upscale wide weaves, sleeking backs, subtle angles and worry free craftsmanship. Don&#039;t just add furniture to your patio, add high style and class because our trendy Utopia Sofas are innovating a market and have a reputation for stability and longevity. Sculpted from welded nonferrous aluminum frames and impeccably woven polyethylene resin, makes deep seating even more comfortable. Our bolstered cushions will mold to your body&#039;s movements and provide soft textured solace in any environment. Even when left out in the elements, our impressive Utopia Sofas will sustain their fresh appeal without the worry of scratches, discoloration, or fading. Super high quality materials enable Rattan Outdoor Furniture to gain a trusted ranking in the ecommerce market.</p><p>How can you address your home&#039;s every need with affordable Utopias Sofas?</p><p>Our company specializes in not only innovating Utopia Sofas but jaw dropping discounts offered throughout our easily accessible online store. Save on your entire order with just a single click and become another satisfied customer. Utopia Sofas are sold at factory pricing that will leave an everlasting impression in your home.</p><p>Reliability is not just found on our exquisite Utopia Sofas, it is also found in our customer service that can easily be reached at <a href='tel:18442728826'>(844) 2-RATTAN</a>. All emails are easily addressed to <a href='mailto:sales@rattanoutdoorfurniture.com'>sales@rattanoutdoorfurniture.com</a> where we will quickly respond to your Utopia Sofas needs.</p>",,,,,1,/c/o/couch-1_38.jpg,Utopia Sofa - Front Corner,,,Utopia Sofa,Utopia Sofa,,3299.99,Use config,Use config,Utopia Sofa,,,Block after Info Column,,collections/utopia,2699.99,,1,The Utopia Collection,/c/o/couch-1_38.jpg,Utopia Sofa - Front Corner,,,,1,,2,/c/o/couch-1_38.jpg,Utopia Sofa - Front Corner,11/7/2014 21:50:21,sofa,sofa-159,4,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/c/o/couch-main_38.jpg,Front - Utopia Sofa,2,0,UTP879186-00,frame,Natural Wood,
